iter	Passed	Remaining
1675	13623	10762
1676	13631	10754
1677	13639	10745
1678	13647	10737
1679	13655	10729
1680	13662	10720
1681	13669	10711
1682	13677	10703
1683	13685	10694
1684	13693	10686
1685	13701	10678
1686	13709	10669
1687	13717	10662
1688	13725	10653
1689	13733	10645
1690	13741	10637
1691	13749	10628
1692	13756	10620
1693	13766	10613
1694	13773	10604
1695	13781	10596
1696	13789	10587
1697	13796	10579
1698	13804	10570
1699	13812	10562
1700	13820	10554
1701	13828	10545
1702	13836	10537
1703	13843	10529
1704	13851	10520
1705	13859	10512
1706	13867	10504
1707	13875	10496
1708	13883	10487
1709	13890	10479
1710	13898	10470
1711	13906	10462
1712	13914	10453
1713	13921	10445
1714	13928	10436
1715	13936	10427
1716	13943	10419
1717	13951	10410
1718	13959	10402
1719	13967	10394
1720	13975	10386
1721	13983	10377
1722	13991	10369
1723	14009	10368
1724	14024	10366
1725	14038	10362
1726	14050	10356
1727	14059	10349
1728	14067	10341
1729	14075	10333
1730	14083	10324
1731	14092	10316
1732	14100	10309
1733	14109	10301
1734	14117	10293
1735	14126	10285
1736	14134	10277
1737	14141	10268
1738	14151	10261
1739	14159	10253
1740	14167	10245
1741	14176	10237
1742	14183	10229
1743	14191	10220
1744	14200	10212
1745	14208	10204
1746	14216	10196
1747	14224	10188
1748	14232	10179
1749	14240	10171
1750	14247	10162
1751	14255	10154
1752	14263	10146
1753	14272	10138
1754	14280	10130
1755	14288	10122
1756	14296	10114
1757	14305	10106
1758	14313	10098
1759	14320	10089
1760	14328	10081
1761	14337	10073
1762	14344	10064
1763	14352	10056
1764	14360	10048
1765	14368	10040
1766	14375	10031
1767	14383	10022
1768	14392	10015
1769	14400	10006
1770	14407	9998
1771	14415	9989
1772	14422	9981
1773	14430	9972
1774	14439	9965
1775	14447	9956
1776	14455	9948
1777	14464	9941
1778	14473	9933
1779	14481	9925
1780	14489	9917
1781	14498	9909
1782	14507	9902
1783	14515	9893
1784	14524	9886
1785	14532	9878
1786	14540	9870
1787	14549	9862
1788	14557	9854
1789	14566	9846
1790	14575	9839
1791	14584	9831
1792	14593	9824
1793	14602	9816
1794	14610	9808
1795	14618	9800
1796	14627	9792
1797	14635	9783
1798	14642	9775
1799	14650	9766
1800	14657	9758
1801	14665	9749
1802	14673	9741
1803	14680	9732
1804	14687	9724
1805	14695	9715
1806	14703	9707
1807	14711	9698
1808	14719	9690
1809	14727	9682
1810	14734	9674
1811	14742	9665
1812	14750	9657
1813	14759	9649
1814	14766	9640
1815	14774	9632
1816	14782	9624
1817	14790	9616
1818	14797	9607
1819	14805	9599
1820	14812	9590
1821	14821	9582
1822	14828	9574
1823	14837	9566
1824	14845	9558
1825	14854	9550
1826	14868	9546
1827	14879	9539
1828	14888	9532
1829	14897	9524
1830	14905	9516
1831	14914	9508
1832	14923	9501
1833	14930	9492
1834	14938	9484
1835	14947	9476
1836	14954	9467
1837	14962	9459
1838	14970	9450
1839	14977	9442
1840	14985	9433
1841	14993	9425
1842	15001	9417
1843	15009	9409
1844	15017	9401
1845	15025	9393
1846	15034	9385
1847	15044	9378
1848	15053	9370
1849	15061	9362
1850	15070	9354
1851	15078	9346
1852	15087	9338
1853	15095	9330
1854	15103	9322
1855	15111	9314
1856	15120	9306
1857	15128	9298
1858	15138	9291
1859	15146	9283
1860	15155	9275
1861	15163	9267
1862	15172	9259
1863	15180	9251
1864	15188	9243
1865	15195	9234
1866	15203	9226
1867	15210	9217
1868	15218	9208
1869	15225	9200
1870	15232	9191
1871	15241	9183
1872	15248	9175
1873	15256	9167
1874	15264	9158
1875	15273	9151
1876	15281	9142
1877	15289	9134
1878	15296	9125
1879	15305	9118
1880	15317	9112
1881	15327	9105
1882	15338	9098
1883	15346	9090
1884	15355	9082
1885	15361	9073
1886	15370	9065
1887	15377	9057
1888	15385	9048
1889	15393	9040
1890	15401	9032
1891	15409	9023
1892	15416	9015
1893	15423	9006
1894	15431	8998
1895	15438	8989
1896	15446	8981
1897	15454	8972
1898	15461	8964
1899	15469	8956
1900	15476	8947
1901	15484	8938
1902	15491	8930
1903	15499	8921
1904	15506	8913
1905	15514	8905
1906	15522	8896
1907	15530	8888
1908	15538	8880
1909	15546	8871
1910	15553	8863
1911	15561	8854
1912	15568	8846
1913	15576	8838
1914	15585	8830
1915	15592	8821
1916	15600	8813
1917	15608	8805
1918	15617	8797
1919	15625	8789
1920	15632	8780
1921	15639	8771
1922	15647	8763
1923	15654	8754
1924	15662	8746
1925	15670	8738
1926	15679	8730
1927	15686	8722
1928	15694	8713
1929	15702	8705
1930	15709	8696
1931	15717	8688
1932	15724	8679
1933	15732	8671
1934	15741	8663
1935	15749	8655
1936	15758	8648
1937	15767	8640
1938	15775	8632
1939	15785	8624
1940	15794	8617
1941	15803	8609
1942	15811	8601
1943	15821	8594
1944	15830	8586
1945	15838	8578
1946	15847	8570
1947	15855	8562
1948	15864	8554
1949	15872	8546
1950	15881	8538
1951	15889	8531
1952	15897	8522
1953	15905	8514
1954	15912	8505
1955	15920	8497
1956	15928	8489
1957	15936	8480
1958	15943	8472
1959	15951	8464
1960	15959	8456
1961	15967	8447
1962	15975	8439
1963	15983	8431
1964	15991	8422
1965	15999	8414
1966	16007	8406
1967	16015	8398
1968	16023	8390
1969	16032	8382
1970	16039	8373
1971	16047	8365
1972	16054	8356
1973	16062	8348
1974	16069	8339
1975	16076	8331
1976	16084	8322
1977	16093	8315
1978	16102	8307
1979	16110	8299
1980	16118	8291
1981	16126	8283
1982	16134	8274
1983	16142	8266
1984	16151	8258
1985	16158	8250
1986	16167	8242
1987	16175	8234
1988	16183	8226
1989	16191	8217
1990	16199	8209
1991	16207	8201
1992	16215	8193
1993	16224	8185
1994	16233	8177
1995	16241	8169
1996	16250	8161
1997	16258	8153
1998	16266	8145
1999	16274	8137
2000	16282	8129
2001	16292	8121
2002	16300	8113
2003	16309	8105
2004	16316	8097
2005	16324	8089
2006	16333	8081
2007	16342	8073
2008	16350	8065
2009	16359	8057
2010	16368	8049
2011	16376	8041
2012	16384	8033
2013	16393	8025
2014	16401	8017
2015	16409	8009
2016	16418	8001
2017	16426	7993
2018	16435	7985
2019	16443	7977
2020	16452	7969
2021	16460	7961
2022	16468	7953
2023	16477	7945
2024	16485	7937
2025	16493	7929
2026	16502	7921
2027	16511	7913
2028	16519	7905
2029	16527	7897
2030	16534	7888
2031	16542	7880
2032	16550	7872
2033	16558	7864
2034	16566	7855
2035	16573	7847
2036	16581	7839
2037	16589	7830
2038	16597	7822
2039	16604	7813
2040	16611	7805
2041	16620	7797
2042	16628	7789
2043	16651	7788
2044	16668	7784
2045	16681	7778
2046	16693	7771
2047	16703	7764
2048	16712	7756
2049	16720	7748
2050	16728	7740
2051	16736	7732
2052	16744	7723
2053	16753	7716
2054	16762	7708
2055	16771	7700
2056	16780	7692
2057	16789	7684
2058	16797	7676
2059	16806	7668
2060	16814	7660
2061	16822	7652
2062	16831	7644
2063	16839	7636
2064	16848	7628
2065	16856	7620
2066	16864	7612
2067	16871	7603
2068	16879	7595
2069	16886	7586
2070	16893	7578
2071	16902	7570
2072	16911	7562
2073	16919	7554
2074	16926	7545
2075	16933	7537
2076	16942	7529
2077	16949	7520
2078	16957	7512
2079	16965	7504
2080	16973	7495
2081	16981	7487
2082	16988	7478
2083	16996	7470
2084	17004	7462
2085	17012	7454
2086	17020	7445
2087	17029	7438
2088	17038	7430
2089	17047	7422
2090	17056	7414
2091	17065	7406
2092	17073	7398
2093	17081	7390
2094	17090	7382
2095	17098	7374
2096	17106	7366
2097	17114	7358
2098	17123	7350
2099	17131	7342
2100	17139	7334
2101	17147	7325
2102	17156	7317
2103	17165	7309
2104	17174	7302
2105	17183	7294
2106	17192	7286
2107	17201	7278
2108	17208	7270
2109	17217	7262
2110	17225	7254
2111	17234	7246
2112	17242	7238
2113	17262	7234
2114	17269	7226
2115	17277	7217
2116	17284	7209
2117	17292	7201
2118	17300	7192
2119	17308	7184
2120	17316	7176
2121	17326	7169
2122	17334	7160
2123	17342	7152
2124	17350	7144
2125	17359	7136
2126	17367	7128
2127	17375	7120
2128	17384	7112
2129	17393	7104
2130	17401	7096
2131	17410	7088
2132	17418	7080
2133	17427	7072
2134	17435	7063
2135	17443	7055
2136	17451	7047
2137	17460	7039
2138	17468	7031
2139	17477	7023
2140	17487	7016
2141	17495	7007
2142	17503	6999
2143	17512	6991
2144	17519	6983
2145	17527	6974
2146	17534	6966
2147	17542	6958
2148	17550	6950
2149	17558	6941
2150	17566	6933
2151	17573	6924
2152	17581	6916
2153	17589	6908
2154	17598	6900
2155	17605	6891
2156	17614	6884
2157	17621	6875
2158	17629	6867
2159	17637	6859
2160	17645	6850
2161	17652	6842
2162	17660	6833
2163	17668	6825
2164	17675	6817
2165	17683	6808
2166	17691	6800
2167	17699	6792
2168	17707	6784
2169	17714	6775
2170	17722	6767
2171	17730	6758
2172	17739	6751
2173	17747	6743
2174	17755	6734
2175	17763	6726
2176	17770	6717
2177	17777	6709
2178	17785	6701
2179	17793	6692
2180	17801	6684
2181	17809	6676
2182	17816	6668
2183	17824	6659
2184	17832	6651
2185	17841	6643
2186	17849	6635
2187	17858	6627
2188	17866	6619
2189	17875	6611
2190	17883	6603
2191	17891	6595
2192	17900	6587
2193	17908	6578
2194	17916	6570
2195	17925	6562
2196	17933	6554
2197	17941	6546
2198	17950	6538
2199	17958	6530
2200	17967	6522
2201	17975	6514
2202	17983	6506
2203	17991	6497
2204	18000	6489
2205	18007	6481
2206	18016	6473
2207	18024	6465
2208	18032	6457
2209	18041	6449
2210	18049	6440
2211	18057	6432
2212	18066	6424
2213	18073	6416
2214	18081	6408
2215	18089	6399
2216	18097	6391
2217	18105	6383
2218	18114	6375
2219	18122	6367
2220	18130	6359
2221	18139	6351
2222	18148	6343
2223	18156	6335
2224	18163	6326
2225	18171	6318
2226	18179	6310
2227	18187	6301
2228	18195	6293
2229	18204	6285
2230	18212	6277
2231	18221	6269
2232	18230	6261
2233	18237	6253
2234	18246	6245
2235	18253	6236
2236	18261	6228
2237	18270	6220
2238	18279	6212
2239	18287	6204
2240	18295	6196
2241	18303	6188
2242	18311	6180
2243	18320	6172
2244	18328	6163
2245	18336	6155
2246	18344	6147
2247	18352	6139
2248	18360	6131
2249	18369	6123
2250	18377	6114
2251	18385	6106
2252	18393	6098
2253	18401	6090
2254	18410	6082
2255	18418	6074
2256	18426	6066
2257	18435	6058
2258	18443	6049
2259	18451	6041
2260	18459	6033
2261	18467	6025
2262	18475	6016
2263	18483	6008
2264	18493	6001
2265	18501	5992
2266	18511	5985
2267	18520	5977
2268	18529	5969
2269	18539	5961
2270	18548	5954
2271	18558	5946
2272	18566	5938
2273	18575	5930
2274	18583	5922
2275	18592	5914
2276	18601	5906
2277	18609	5898
2278	18618	5890
2279	18627	5882
2280	18636	5874
2281	18644	5866
2282	18651	5857
2283	18659	5849
2284	18667	5841
2285	18674	5832
2286	18681	5824
2287	18689	5815
2288	18697	5807
2289	18706	5799
2290	18714	5791
2291	18722	5783
2292	18730	5775
2293	18739	5767
2294	18747	5759
2295	18756	5751
2296	18765	5743
2297	18773	5735
2298	18781	5726
2299	18789	5718
2300	18797	5710
2301	18806	5702
2302	18814	5694
2303	18822	5686
2304	18832	5678
2305	18840	5670
2306	18848	5661
2307	18857	5653
2308	18866	5645
2309	18875	5638
2310	18883	5629
2311	18892	5621
2312	18901	5613
2313	18909	5605
2314	18917	5597
2315	18925	5589
2316	18933	5581
2317	18940	5572
2318	18948	5564
2319	18956	5556
2320	18964	5548
2321	18973	5540
2322	18980	5531
2323	18988	5523
2324	18996	5515
2325	19003	5506
2326	19011	5498
2327	19019	5490
2328	19026	5481
2329	19033	5473
2330	19041	5465
2331	19049	5456
2332	19057	5448
2333	19065	5440
2334	19073	5431
2335	19080	5423
2336	19088	5415
2337	19095	5406
2338	19103	5398
2339	19111	5390
2340	19120	5382
2341	19127	5373
2342	19135	5365
2343	19142	5357
2344	19151	5349
2345	19159	5341
2346	19168	5333
2347	19177	5325
2348	19186	5317
2349	19195	5309
2350	19204	5301
2351	19212	5293
2352	19221	5285
2353	19230	5277
2354	19237	5268
2355	19246	5261
2356	19254	5252
2357	19261	5244
2358	19268	5235
2359	19276	5227
2360	19284	5219
2361	19292	5211
2362	19304	5203
2363	19315	5196
2364	19325	5188
2365	19333	5180
2366	19341	5172
2367	19348	5164
2368	19357	5155
2369	19365	5147
2370	19374	5139
2371	19381	5131
2372	19390	5123
2373	19397	5114
2374	19405	5106
2375	19412	5098
2376	19420	5090
2377	19428	5081
2378	19436	5073
2379	19443	5065
2380	19451	5056
2381	19459	5048
2382	19467	5040
2383	19474	5032
2384	19483	5023
2385	19491	5015
2386	19499	5007
2387	19506	4999
2388	19515	4991
2389	19522	4982
2390	19530	4974
2391	19538	4966
2392	19545	4957
2393	19552	4949
2394	19560	4941
2395	19568	4932
2396	19575	4924
2397	19582	4916
2398	19590	4907
2399	19598	4899
2400	19606	4891
2401	19614	4883
2402	19622	4874
2403	19629	4866
2404	19637	4858
2405	19644	4849
2406	19653	4841
2407	19661	4833
2408	19669	4825
2409	19677	4817
2410	19686	4809
2411	19694	4801
2412	19702	4792
2413	19710	4784
2414	19717	4776
2415	19725	4768
2416	19733	4759
2417	19741	4751
2418	19750	4743
2419	19757	4735
2420	19765	4727
2421	19772	4718
2422	19779	4710
2423	19788	4702
2424	19796	4693
2425	19804	4685
2426	19812	4677
2427	19820	4669
2428	19829	4661
2429	19836	4653
2430	19844	4644
2431	19852	4636
2432	19859	4628
2433	19867	4619
2434	19875	4611
2435	19883	4603
2436	19890	4595
2437	19898	4587
2438	19907	4578
2439	19915	4570
2440	19924	4562
2441	19931	4554
2442	19939	4546
2443	19947	4538
2444	19956	4529
2445	19963	4521
2446	19971	4513
2447	19979	4505
2448	19986	4496
2449	19994	4488
2450	20002	4480
2451	20009	4471
2452	20017	4463
2453	20025	4455
2454	20033	4447
2455	20041	4439
2456	20048	4430
2457	20056	4422
2458	20064	4414
2459	20075	4406
2460	20083	4398
2461	20090	4390
2462	20098	4381
2463	20106	4373
2464	20113	4365
2465	20121	4357
2466	20129	4348
2467	20136	4340
2468	20143	4332
2469	20151	4323
2470	20158	4315
2471	20166	4307
2472	20174	4299
2473	20182	4291
2474	20190	4282
2475	20198	4274
2476	20206	4266
2477	20214	4258
2478	20222	4250
2479	20229	4241
2480	20237	4233
2481	20245	4225
2482	20253	4217
2483	20262	4209
2484	20270	4200
2485	20278	4192
2486	20285	4184
2487	20294	4176
2488	20301	4168
2489	20309	4159
2490	20317	4151
2491	20324	4143
2492	20332	4134
2493	20340	4126
2494	20351	4119
2495	20360	4111
2496	20368	4103
2497	20376	4094
2498	20383	4086
2499	20391	4078
2500	20398	4070
2501	20406	4061
2502	20415	4053
2503	20424	4045
2504	20432	4037
2505	20439	4029
2506	20447	4020
2507	20454	4012
2508	20463	4004
2509	20470	3996
2510	20478	3988
2511	20486	3979
2512	20493	3971
2513	20501	3963
2514	20509	3955
2515	20517	3946
2516	20525	3938
2517	20532	3930
2518	20539	3922
2519	20547	3913
2520	20554	3905
2521	20562	3897
2522	20570	3889
2523	20577	3880
2524	20585	3872
2525	20592	3864
2526	20600	3855
2527	20607	3847
2528	20615	3839
2529	20623	3831
2530	20632	3823
2531	20641	3815
2532	20650	3807
2533	20657	3798
2534	20665	3790
2535	20673	3782
2536	20680	3774
2537	20688	3765
2538	20695	3757
2539	20703	3749
2540	20710	3741
2541	20718	3732
2542	20726	3724
2543	20733	3716
2544	20741	3708
2545	20749	3699
2546	20757	3691
2547	20766	3683
2548	20774	3675
2549	20781	3667
2550	20789	3659
2551	20797	3650
2552	20805	3642
2553	20813	3634
2554	20820	3626
2555	20828	3618
2556	20836	3609
2557	20843	3601
2558	20851	3593
2559	20859	3585
2560	20867	3577
2561	20875	3568
2562	20883	3560
2563	20890	3552
2564	20898	3544
2565	20907	3536
2566	20914	3527
2567	20922	3519
2568	20929	3511
2569	20937	3503
2570	20944	3494
2571	20952	3486
2572	20961	3478
2573	20969	3470
2574	20977	3462
2575	20985	3454
2576	20992	3445
2577	20999	3437
2578	21006	3429
2579	21014	3420
2580	21021	3412
2581	21030	3404
2582	21038	3396
2583	21046	3388
2584	21054	3380
2585	21061	3371
2586	21069	3363
2587	21077	3355
2588	21084	3347
2589	21092	3338
2590	21100	3330
2591	21108	3322
2592	21116	3314
2593	21123	3306
2594	21132	3298
2595	21140	3290
2596	21148	3281
2597	21156	3273
2598	21164	3265
2599	21172	3257
2600	21180	3249
2601	21188	3241
2602	21196	3232
2603	21204	3224
2604	21211	3216
2605	21219	3208
2606	21226	3199
2607	21234	3191
2608	21242	3183
2609	21249	3175
2610	21257	3167
2611	21264	3158
2612	21273	3150
2613	21280	3142
2614	21288	3134
2615	21296	3126
2616	21305	3118
2617	21313	3109
2618	21322	3101
2619	21330	3093
2620	21339	3085
2621	21348	3077
2622	21358	3069
2623	21366	3061
2624	21374	3053
2625	21383	3045
2626	21391	3037
2627	21399	3029
2628	21407	3020
2629	21414	3012
2630	21422	3004
2631	21430	2996
2632	21438	2988
2633	21446	2980
2634	21455	2971
2635	21463	2963
2636	21471	2955
2637	21479	2947
2638	21486	2939
2639	21494	2931
2640	21502	2922
2641	21510	2914
2642	21519	2906
2643	21527	2898
2644	21535	2890
2645	21543	2882
2646	21550	2873
2647	21558	2865
2648	21566	2857
2649	21574	2849
2650	21581	2841
2651	21589	2833
2652	21598	2824
2653	21605	2816
2654	21613	2808
2655	21622	2800
2656	21629	2792
2657	21638	2784
2658	21646	2775
2659	21653	2767
2660	21660	2759
2661	21668	2751
2662	21675	2743
2663	21683	2734
2664	21691	2726
2665	21699	2718
2666	21706	2710
2667	21714	2702
2668	21722	2693
2669	21730	2685
2670	21737	2677
2671	21745	2669
2672	21753	2661
2673	21761	2653
2674	21768	2644
2675	21776	2636
2676	21784	2628
2677	21791	2620
2678	21799	2612
2679	21807	2603
2680	21815	2595
2681	21823	2587
2682	21831	2579
2683	21838	2571
2684	21846	2562
2685	21854	2554
2686	21861	2546
2687	21870	2538
2688	21878	2530
2689	21885	2522
2690	21892	2513
2691	21900	2505
2692	21908	2497
2693	21917	2489
2694	21925	2481
2695	21933	2473
2696	21940	2464
2697	21948	2456
2698	21959	2448
2699	21970	2441
2700	21978	2433
2701	21985	2424
2702	21992	2416
2703	22001	2408
2704	22009	2400
2705	22018	2392
2706	22026	2384
2707	22034	2375
2708	22042	2367
2709	22049	2359
2710	22057	2351
2711	22064	2343
2712	22072	2334
2713	22079	2326
2714	22087	2318
2715	22095	2310
2716	22103	2302
2717	22112	2294
2718	22120	2286
2719	22128	2277
2720	22136	2269
2721	22144	2261
2722	22152	2253
2723	22160	2245
2724	22169	2237
2725	22176	2229
2726	22184	2220
2727	22192	2212
2728	22200	2204
2729	22208	2196
2730	22215	2188
2731	22223	2180
2732	22231	2171
2733	22239	2163
2734	22247	2155
2735	22255	2147
2736	22262	2139
2737	22269	2131
2738	22277	2122
2739	22285	2114
2740	22293	2106
2741	22300	2098
2742	22307	2090
2743	22315	2081
2744	22323	2073
2745	22330	2065
2746	22338	2057
2747	22345	2049
2748	22353	2041
2749	22361	2032
2750	22369	2024
2751	22377	2016
2752	22384	2008
2753	22392	2000
2754	22400	1992
2755	22408	1983
2756	22416	1975
2757	22424	1967
2758	22432	1959
2759	22439	1951
2760	22447	1943
2761	22454	1934
2762	22462	1926
2763	22470	1918
2764	22478	1910
2765	22486	1902
2766	22494	1894
2767	22502	1886
2768	22510	1877
2769	22518	1869
2770	22526	1861
2771	22535	1853
2772	22542	1845
2773	22551	1837
2774	22558	1829
2775	22566	1820
2776	22573	1812
2777	22581	1804
2778	22588	1796
2779	22596	1788
2780	22604	1780
2781	22612	1771
2782	22620	1763
2783	22628	1755
2784	22636	1747
2785	22643	1739
2786	22651	1731
2787	22659	1723
2788	22667	1714
2789	22675	1706
2790	22682	1698
2791	22691	1690
2792	22699	1682
2793	22706	1674
2794	22714	1666
2795	22722	1657
2796	22730	1649
2797	22737	1641
2798	22745	1633
2799	22753	1625
2800	22761	1617
2801	22769	1608
2802	22777	1600
2803	22784	1592
2804	22792	1584
2805	22800	1576
2806	22809	1568
2807	22817	1560
2808	22825	1552
2809	22832	1543
2810	22840	1535
2811	22848	1527
2812	22856	1519
2813	22863	1511
2814	22871	1503
2815	22879	1494
2816	22886	1486
2817	22894	1478
2818	22902	1470
2819	22910	1462
2820	22918	1454
2821	22925	1446
2822	22933	1437
2823	22940	1429
2824	22948	1421
2825	22956	1413
2826	22964	1405
2827	22972	1397
2828	22980	1389
2829	22988	1380
2830	22995	1372
2831	23002	1364
2832	23010	1356
2833	23017	1348
2834	23026	1340
2835	23033	1332
2836	23041	1323
2837	23050	1315
2838	23058	1307
2839	23066	1299
2840	23073	1291
2841	23081	1283
2842	23088	1275
2843	23096	1266
2844	23104	1258
2845	23113	1250
2846	23121	1242
2847	23128	1234
2848	23136	1226
2849	23143	1218
2850	23150	1209
2851	23158	1201
2852	23166	1193
2853	23173	1185
2854	23182	1177
2855	23190	1169
2856	23198	1161
2857	23205	1152
2858	23213	1144
2859	23221	1136
2860	23228	1128
2861	23237	1120
2862	23245	1112
2863	23253	1104
2864	23261	1096
2865	23269	1087
2866	23286	1080
2867	23300	1072
2868	23312	1064
2869	23321	1056
2870	23330	1048
2871	23337	1040
2872	23345	1031
2873	23353	1023
2874	23360	1015
2875	23369	1007
2876	23377	999
2877	23384	991
2878	23392	983
2879	23399	974
2880	23407	966
2881	23414	958
2882	23421	950
2883	23430	942
2884	23437	934
2885	23445	926
2886	23452	917
2887	23461	909
2888	23470	901
2889	23479	893
2890	23488	885
2891	23497	877
2892	23516	869
2893	23532	861
2894	23545	853
2895	23557	846
2896	23566	837
2897	23574	829
2898	23583	821
2899	23591	813
2900	23599	805
2901	23607	797
2902	23615	789
2903	23622	780
2904	23630	772
2905	23638	764
2906	23646	756
2907	23653	748
2908	23661	740
2909	23669	732
2910	23677	723
2911	23685	715
2912	23693	707
2913	23701	699
2914	23708	691
2915	23716	683
2916	23724	675
2917	23732	666
2918	23739	658
2919	23746	650
2920	23754	642
2921	23762	634
2922	23770	626
2923	23778	618
2924	23785	609
2925	23793	601
2926	23800	593
2927	23808	585
2928	23816	577
2929	23823	569
2930	23831	561
2931	23838	552
2932	23846	544
2933	23853	536
2934	23861	528
2935	23869	520
2936	23877	512
2937	23885	504
2938	23892	495
2939	23901	487
2940	23909	479
2941	23916	471
2942	23923	463
2943	23931	455
2944	23939	447
2945	23947	438
2946	23955	430
2947	23962	422
2948	23971	414
2949	23978	406
2950	23986	398
2951	23994	390
2952	24002	382
2953	24010	373
2954	24018	365
2955	24026	357
2956	24033	349
2957	24041	341
2958	24049	333
2959	24058	325
2960	24066	316
2961	24074	308
2962	24082	300
2963	24090	292
2964	24098	284
2965	24106	276
2966	24113	268
2967	24121	260
2968	24128	251
2969	24136	243
2970	24144	235
2971	24151	227
2972	24158	219
2973	24166	211
2974	24174	203
2975	24182	195
2976	24190	186
2977	24198	178
2978	24206	170
2979	24213	162
2980	24221	154
2981	24229	146
2982	24237	138
2983	24245	130
2984	24253	121
2985	24261	113
2986	24269	105
2987	24276	97
2988	24284	89
2989	24292	81
2990	24299	73
2991	24307	64
2992	24315	56
2993	24323	48
2994	24332	40
2995	24340	32
2996	24347	24
2997	24355	16
2998	24363	8
2999	24371	0
