iter	RMSE
153	0.03474547611
154	0.03443447111
155	0.03412852953
156	0.03382461501
157	0.03352318231
158	0.03323588886
159	0.03293725905
160	0.03265212664
161	0.0323696867
162	0.03207981976
163	0.0317944577
164	0.03152154803
165	0.03126260177
166	0.03098192477
167	0.03070855202
168	0.03043812247
169	0.03017988245
170	0.02991669607
171	0.02965819016
172	0.02940252845
173	0.02914722412
174	0.02888630909
175	0.02863561171
176	0.02839442256
177	0.02815181006
178	0.0279126889
179	0.02768394462
180	0.02744729573
181	0.02721332645
182	0.02697897612
183	0.02674503192
184	0.02652033876
185	0.02629246291
186	0.02606514232
187	0.0258326988
188	0.02561212081
189	0.02539858055
190	0.02519224275
191	0.02498102379
192	0.02476985543
193	0.02455173459
194	0.02435702612
195	0.02414389131
196	0.0239492151
197	0.02374162077
198	0.02355261948
199	0.02335445231
200	0.02315087801
201	0.02295295489
202	0.0227584323
203	0.02258103508
204	0.02238961241
205	0.02219932823
206	0.02201574347
207	0.02182809526
208	0.02165309526
209	0.0214655161
210	0.02128915563
211	0.0211169561
212	0.02094170993
213	0.02077142584
214	0.02060208315
215	0.0204276779
216	0.02025831169
217	0.02008718099
218	0.01992928952
219	0.01977116859
220	0.01960623193
221	0.01944513178
222	0.01928367593
223	0.01912090436
224	0.01896974129
225	0.01881166041
226	0.01865671008
227	0.01850872551
228	0.01835648571
229	0.01821169626
230	0.01806306087
231	0.01791779827
232	0.01777295649
233	0.0176307899
234	0.01749658889
235	0.01736290473
236	0.01722901196
237	0.01709400578
238	0.01695882146
239	0.01682440924
240	0.01669266837
241	0.01656939865
242	0.0164390582
243	0.01631446914
244	0.01618753864
245	0.01606891567
246	0.01594247971
247	0.01581974658
248	0.0156964228
249	0.01557626815
250	0.01545613011
251	0.01534274831
252	0.01523294015
253	0.01511487084
254	0.01500024331
255	0.01488550967
256	0.01477606993
257	0.01466589563
258	0.01456083778
259	0.01445350942
260	0.01434249674
261	0.01423866967
262	0.01413623769
263	0.01402894414
264	0.01393010712
265	0.01382988624
266	0.01372858968
267	0.01362686783
268	0.01352334986
269	0.0134284382
270	0.01333388189
271	0.01324029393
272	0.01314427439
273	0.01305503822
274	0.01296116182
275	0.01287366824
276	0.012789571
277	0.01269908108
278	0.01260819829
279	0.0125193473
280	0.01243347085
281	0.01234300184
282	0.01226272505
283	0.01218247234
284	0.01210662723
285	0.01202234075
286	0.01194083822
287	0.01186422814
288	0.01178838677
289	0.01171422727
290	0.01163948195
291	0.01156154873
292	0.01148426471
293	0.01140857728
294	0.01133662524
295	0.01126312879
296	0.01118803693
297	0.01111551668
298	0.01104379273
299	0.01097529463
300	0.01090737138
301	0.01083619814
302	0.01076824605
303	0.0106983502
304	0.01063393402
305	0.01056486994
306	0.01049693226
307	0.01043008625
308	0.01037080193
309	0.01030787304
310	0.01024460957
311	0.01018027158
312	0.0101178446
313	0.01005807999
314	0.01000268136
315	0.00994149292
316	0.009884369635
317	0.00983195795
318	0.009779578076
319	0.009720360254
320	0.009668260898
321	0.009613612401
322	0.009559329557
323	0.00950230891
324	0.009451868348
325	0.009396459784
326	0.009346261211
327	0.009297274026
328	0.009249761288
329	0.009197353752
330	0.009148965203
331	0.009096500808
332	0.009045580855
333	0.008993926238
334	0.008945219253
335	0.008894762816
336	0.008849503938
337	0.008807337423
338	0.008760488079
339	0.00871546643
340	0.008671158271
341	0.008625302202
342	0.008580116882
343	0.008539735197
344	0.00850009384
345	0.00845837716
346	0.008420390953
347	0.008382407618
348	0.008338786142
349	0.008295727958
350	0.008253215847
351	0.008215553533
352	0.008172378658
353	0.008135912255
354	0.008099938005
355	0.00806190972
356	0.008023704973
357	0.007986767713
358	0.007949228441
359	0.007911833713
360	0.007874528439
361	0.00784029929
362	0.007809657966
363	0.00777464843
364	0.007739546989
365	0.007706329827
366	0.007673220138
367	0.007647051457
368	0.007613703852
369	0.007580323497
370	0.007548786108
371	0.007521449749
372	0.007489494377
373	0.007458713933
374	0.007427787908
375	0.007398345476
376	0.007371031088
377	0.007340203559
378	0.0073110953
379	0.007284090084
380	0.007255796705
381	0.007226614548
382	0.007197449353
383	0.007170648114
384	0.007143224152
385	0.007118350701
386	0.007092839472
387	0.007068473905
388	0.007043078789
389	0.007017338821
390	0.006992210983
391	0.006970554723
392	0.006946834101
393	0.006922890825
394	0.006898286742
395	0.006874688634
396	0.006852315243
397	0.006828917858
398	0.006805180356
399	0.006782258756
400	0.006764182197
401	0.006742296702
402	0.006720472142
403	0.006699955283
404	0.006677793606
405	0.006655929501
406	0.006638433674
407	0.006617469566
408	0.006598077961
409	0.006578710656
410	0.006563786944
411	0.006546197167
412	0.006526074656
413	0.006506955754
414	0.006491664236
415	0.006475608271
416	0.006457703044
417	0.006439493376
418	0.006424697237
419	0.006407382236
420	0.006390569608
421	0.006375968244
422	0.006358856851
423	0.006341307306
424	0.006325749214
425	0.006308780226
426	0.006292203322
427	0.006277254326
428	0.006261240328
429	0.006245235715
430	0.006229677042
431	0.006217134636
432	0.006203375869
433	0.006188885742
434	0.006174072715
435	0.006162451503
436	0.006148712572
437	0.006138540243
438	0.006124058217
439	0.006110117659
440	0.006100192302
441	0.006086445603
442	0.006074349057
443	0.006061091431
444	0.006048017591
445	0.006035253213
446	0.006022740116
447	0.00601038889
448	0.005998379151
449	0.005987181097
450	0.005974863172
451	0.005963261519
452	0.005951781835
453	0.005940545652
454	0.005929283622
455	0.005918957991
456	0.00590833353
457	0.005898002467
458	0.005887595289
459	0.005877788051
460	0.005869444434
461	0.005859396479
462	0.005849595899
463	0.005840181774
464	0.005830763905
465	0.005821514667
466	0.005814694712
467	0.005805879424
468	0.005796820676
469	0.005788558404
470	0.005781896658
471	0.005773886807
472	0.005765240894
473	0.005756978025
